Joueur,�ge,Position,Ligue,�quipe,Matchs jou�s,Titularisations,Minutes jou�es,Matches �quivalents 90 minutes,Buts,Passes d�cisives,Buts + Passes d�cisives,Buts hors penalty,Penalty marqu�s,Penalty tent�s,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG) ,Passes d�cisives attendues (xAG),xG + xAG hors penalty,Passes progressives ,Courses progressives ,R�ceptions progressives ,Buts par 90 minutes,Passes d�cisives par 90 minutes,Buts + Passes d�cisives par 90 minutes ,Buts hors penalty par 90 minutes,Buts + Passes d�cisives hors penalty par 90 min,xG par 90 minutes,xAG par 90 minutes,xG + xAG par 90 minutes,npxG par 90 minutes,npxG + xAG par 90 minutes,Matches (�quivalents 90 minutes),Actions menant � un tir,Actions menant � un tir par 90 minutes ,Passes vivantes menant � un tir,Passes arr�t�es menant � un tir,Ballons perdus menant � un tir,Tirs menant � un tir,Fautes subies menant � un tir,Actions d�fensives menant � un tir,Actions menant � un but,Actions menant � un but par 90 minutes,Passes vivantes menant � un but,Passes arr�t�es menant � un but,Ballons perdus menant � un but,Tirs menant � un but,Fautes subies menant � un but ,Actions d�fensives menant � un but,Passes r�ussies totales,Passes tent�es totales,Pourcentage de r�ussite des passes,Distance totale des passes ,Distance progressive des passes,Passes courtes r�ussies,Passes courtes tent�es,Pourcentage de r�ussite des passes courtes,Passes moyennes r�ussies,Passes moyennes tent�es,Pourcentage de r�ussite des passes moyennes,Passes longues r�ussies,Passes longues tent�es,Pourcentage de r�ussite des passes longues,Passes d�cisives,Passes d�cisives attendues (xAG),Passes attendues ,Diff�rence entre passes attendues et xAG,Passes cl�s,Passes vers le dernier tiers,Passes dans la surface adverse,Centres dans la surface adverse,Passes progressives,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres,Performance Iterceptions ,Tacles r�ussis,Penalty obtenus,Penalty conc�d�s,Buts contre son camp,Ballons r�cup�r�s,Duels a�riens gagn�s,Duels a�riens perdus,Pourcentage de duels a�riens gagn�s,Buts,Tirs,Tirs cadr�s,Pourcentage de tirs cadr�s,Tirs par 90 minutes,Tirs cadr�s par 90 minutes,Buts par tir,Buts par tir cadr� ,Distance moyenne des tirs,Coups francs,Penalty marqu�s,Penalty tent�s,Buts attendus (xG),Buts attendus hors penalty (npxG),npxG par tir,Diff�rence entre buts r�els et xG ,Diff�rence entre buts r�els hors penalty et npxG,Tacles,Tacles r�ussis,Tacles dans le tiers d�fensif,Tacles dans le tiers m�dian,Tacles dans le tiers offensif,Tacles dans les duels ,Duels tent�s,Pourcentage de tacles r�ussis Tkl%,Duels perdus,Contres,Tirs contr�s ,Passes cntr�es ,Interceptions ,Tacles + Interceptions,D�gagements,Erreurs ayant conduit � un tir adverse,Minutes par match ,Pourcentage de minutes jou�es ,Titularisations,Minutes par titularisation ,Matches compl�t�s,Rempla�ants,Minutes par entr�e,Matches non remplac�,Points par match,Buts marqu�s avec le joueur,Buts encaiss�s avec le joueur,Diff�rence de buts avec le joueur,Diff�rence de buts par 90 minutes,Diff�rence avec/sans le joueur,xG marqu�s avec le joueur ,xG encaiss�s avec le joueur,Diff�rence de xG avec le joueur,Diff�rence de xG par 90 minutes,Diff�rence de xG avec/sans le joueur,Touches,Touches dans la surface d�fensive,Touches dans le tiers d�fensif,Touches dans le tier m�dian,Touches dans le tiers offensif,Touches dans la surface offensive,Ballons en jeu,Dribbles tent�s,Dribbles r�ussis,Pourcentage de dribbles r�ussis,Ballons perdus apr�s dribble,Pourcentage de ballons perdus apr�s dribble,Port�es de balle,Distance totale parcourue avec le ballon,Distance progressive parcourue avec le ballon,Courses progressives,Courses vers le dernier tiers,Courses dans la surface adverse
Bruno Guimarães,25.0,Midfielder,Premier League,Newcastle Utd,37.0,37.0,3263.0,36.3,7.0,8.0,15.0,7.0,0.0,0.0,9.0,0.0,4.8,4.8,6.4,11.2,65.0,283.0,73.0,0.19,0.22,0.41,0.19,0.41,0.13,0.18,0.31,0.13,0.31,36.3,143.0,3.94,110.0,8.0,10.0,3.0,6.0,6.0,19.0,0.52,12.0,0.0,4.0,2.0,1.0,0.0,1941.0,2313.0,83.9,33351.0,9336.0,915.0,1011.0,90.5,789.0,902.0,87.5,181.0,285.0,63.5,8.0,6.4,6.3,1.6,62.0,184.0,70.0,5.0,283.0,0.0,50.0,108.0,0.0,32.0,35.0,53.0,0.0,0.0,0.0,237.0,18.0,23.0,43.9,7.0,48.0,16.0,33.3,1.32,0.44,0.15,0.44,17.8,0.0,0.0,0.0,4.8,4.8,0.1,2.2,2.2,88.0,53.0,45.0,32.0,11.0,40.0,77.0,51.9,37.0,52.0,14.0,38.0,35.0,123.0,20.0,0.0,88.0,95.4,37.0,88.0,31.0,0.0,0.0,0.0,1.62,81.0,60.0,21.0,0.58,-0.57,74.0,57.4,16.7,0.46,1.63,2734.0,90.0,573.0,1482.0,722.0,75.0,2734.0,132.0,72.0,54.5,41.0,31.1,1842.0,10297.0,4241.0,65.0,73.0,19.0
Serhou Guirassy,27.0,Forward,Bundesliga,Stuttgart,28.0,25.0,2208.0,24.5,28.0,3.0,31.0,24.0,4.0,4.0,0.0,0.0,20.8,17.6,6.6,24.2,32.0,56.0,183.0,1.14,0.12,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99,24.5,90.0,3.67,72.0,0.0,8.0,6.0,4.0,0.0,13.0,0.53,6.0,0.0,4.0,1.0,2.0,0.0,629.0,777.0,81.0,7427.0,1176.0,430.0,489.0,87.9,129.0,163.0,79.1,17.0,23.0,73.9,3.0,6.6,5.4,-3.6,53.0,38.0,25.0,0.0,56.0,0.0,18.0,55.0,18.0,1.0,6.0,3.0,2.0,0.0,0.0,39.0,65.0,55.0,54.2,28.0,88.0,40.0,45.5,3.59,1.63,0.27,0.6,14.5,3.0,4.0,4.0,20.8,17.6,0.2,7.2,6.4,6.0,3.0,1.0,4.0,1.0,2.0,5.0,40.0,3.0,8.0,1.0,7.0,6.0,12.0,29.0,0.0,79.0,72.2,25.0,85.0,15.0,3.0,28.0,0.0,2.39,59.0,24.0,35.0,1.43,1.0,50.3,27.3,23.0,0.94,-0.08,1064.0,30.0,62.0,555.0,453.0,156.0,1060.0,41.0,16.0,39.0,21.0,51.2,626.0,2552.0,950.0,32.0,19.0,19.0
Marc Guiu,17.0,Forward,La Liga,Barcelona,3.0,1.0,74.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.0,1.0,1.0,8.0,1.22,0.0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24,0.8,2.0,2.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,83.0,7.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.3,0.1,-0.3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,25.0,1.0,4.0,1.0,25.0,4.86,1.22,0.25,1.0,12.1,0.0,0.0,0.0,0.8,0.8,0.19,0.2,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,2.2,1.0,60.0,0.0,2.0,7.0,13.0,2.33,1.0,0.0,1.0,1.22,0.3,2.5,0.5,2.0,2.47,1.56,20.0,0.0,0.0,10.0,10.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,13.0,1.0,1.0,1.0
Péter Gulácsi,33.0,Goalkeeper,Bundesliga,RB Leipzig,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,406.0,470.0,86.4,9045.0,4821.0,112.0,112.0,100.0,213.0,213.0,100.0,81.0,145.0,55.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,90.0,38.2,13.0,90.0,13.0,0.0,0.0,16.0,2.38,32.0,9.0,23.0,1.77,1.05,25.6,12.7,12.9,0.99,0.39,497.0,349.0,481.0,16.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,283.0,1193.0,682.0,0.0,0.0,0.0
Manuel Gulde,32.0,Defender,Bundesliga,Freiburg,27.0,23.0,2047.0,22.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,0.1,1.2,10.0,74.0,3.0,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05,22.7,13.0,0.57,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,1095.0,86.0,17496.0,5437.0,309.0,348.0,88.8,546.0,589.0,92.7,76.0,135.0,56.3,0.0,0.1,0.5,-0.1,3.0,59.0,6.0,1.0,74.0,1.0,17.0,15.0,1.0,3.0,25.0,23.0,0.0,0.0,0.0,78.0,49.0,33.0,59.8,1.0,12.0,1.0,8.3,0.53,0.04,0.08,1.0,11.3,0.0,0.0,0.0,1.1,1.1,0.09,-0.1,-0.1,37.0,23.0,23.0,13.0,1.0,17.0,23.0,73.9,6.0,24.0,14.0,10.0,25.0,62.0,82.0,0.0,76.0,66.9,23.0,85.0,18.0,4.0,25.0,5.0,1.26,33.0,40.0,-7.0,-0.31,0.23,33.7,32.6,1.0,0.04,0.23,1304.0,170.0,634.0,626.0,50.0,17.0,1304.0,4.0,2.0,50.0,2.0,50.0,616.0,2909.0,1606.0,10.0,13.0,0.0
Arda Güler,18.0,Forward,La Liga,Real Madrid,10.0,4.0,377.0,4.2,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,1.4,1.4,0.1,1.6,16.0,17.0,25.0,1.43,0.0,1.43,1.43,1.43,0.34,0.03,0.37,0.34,0.37,4.2,18.0,4.3,11.0,1.0,2.0,2.0,2.0,0.0,2.0,0.48,1.0,0.0,1.0,0.0,0.0,0.0,183.0,218.0,83.9,2640.0,611.0,115.0,121.0,95.0,50.0,61.0,82.0,10.0,21.0,47.6,0.0,0.1,0.5,-0.1,2.0,8.0,6.0,0.0,17.0,0.0,11.0,8.0,1.0,13.0,2.0,4.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,15.0,6.0,40.0,3.58,1.43,0.4,1.0,21.9,1.0,0.0,0.0,1.4,1.4,0.1,4.6,4.6,6.0,4.0,1.0,3.0,2.0,5.0,8.0,62.5,3.0,0.0,0.0,0.0,2.0,8.0,5.0,0.0,38.0,11.0,4.0,78.0,2.0,6.0,11.0,11.0,2.6,14.0,5.0,9.0,2.15,0.61,7.1,4.8,2.3,0.54,-0.38,273.0,7.0,39.0,114.0,125.0,19.0,273.0,22.0,11.0,50.0,9.0,40.9,172.0,1034.0,609.0,16.0,6.0,6.0
Gerard Gumbau,28.0,Midfielder,La Liga,Granada,35.0,31.0,2674.0,29.7,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,1.8,1.8,4.0,5.8,20.0,135.0,29.0,0.0,0.1,0.1,0.0,0.1,0.06,0.14,0.19,0.06,0.19,29.7,83.0,2.79,38.0,35.0,1.0,5.0,2.0,2.0,11.0,0.37,8.0,1.0,0.0,2.0,0.0,0.0,1079.0,1504.0,71.7,21503.0,7250.0,450.0,525.0,85.7,426.0,524.0,81.3,187.0,371.0,50.4,3.0,4.0,4.0,-1.0,41.0,132.0,22.0,5.0,135.0,0.0,62.0,26.0,0.0,150.0,25.0,34.0,0.0,0.0,0.0,126.0,23.0,24.0,48.9,0.0,45.0,9.0,20.0,1.51,0.3,0.0,0.0,28.3,8.0,0.0,0.0,1.8,1.8,0.04,-1.8,-1.8,55.0,34.0,21.0,30.0,4.0,23.0,62.0,37.1,39.0,24.0,5.0,19.0,25.0,80.0,30.0,2.0,76.0,78.2,31.0,83.0,18.0,4.0,24.0,0.0,0.51,30.0,65.0,-35.0,-1.18,-0.45,31.8,50.7,-18.9,-0.64,-0.31,1745.0,44.0,396.0,1016.0,351.0,13.0,1745.0,18.0,10.0,55.6,5.0,27.8,878.0,3456.0,1609.0,20.0,13.0,2.0
Robert Gumny,25.0,Defender,Bundesliga,Augsburg,13.0,6.0,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,9.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,5.3,11.0,2.06,6.0,2.0,1.0,2.0,0.0,0.0,3.0,0.56,3.0,0.0,0.0,0.0,0.0,0.0,138.0,195.0,70.8,2584.0,1192.0,55.0,72.0,76.4,65.0,92.0,70.7,15.0,22.0,68.2,0.0,0.1,0.2,-0.1,2.0,7.0,1.0,1.0,18.0,0.0,7.0,5.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0,22.0,3.0,2.0,60.0,0.0,3.0,1.0,33.3,0.56,0.19,0.0,0.0,13.4,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2,6.0,5.0,1.0,3.0,2.0,1.0,5.0,20.0,4.0,13.0,5.0,8.0,7.0,13.0,15.0,0.0,37.0,15.7,6.0,64.0,2.0,7.0,14.0,10.0,0.85,9.0,9.0,0.0,0.0,0.35,8.2,10.0,-1.8,-0.34,-0.01,260.0,19.0,68.0,121.0,74.0,8.0,260.0,13.0,5.0,38.5,4.0,30.8,108.0,554.0,213.0,9.0,9.0,1.0
İlkay Gündoğan,32.0,Midfielder,La Liga,Barcelona,36.0,33.0,2994.0,33.3,5.0,9.0,14.0,4.0,1.0,2.0,5.0,0.0,7.3,5.7,10.3,16.0,71.0,224.0,116.0,0.15,0.27,0.42,0.12,0.39,0.22,0.31,0.53,0.17,0.48,33.3,166.0,4.99,111.0,45.0,4.0,2.0,4.0,0.0,13.0,0.39,10.0,2.0,0.0,0.0,1.0,0.0,2163.0,2510.0,86.2,35295.0,9085.0,1095.0,1186.0,92.3,830.0,904.0,91.8,182.0,313.0,58.1,9.0,10.3,9.8,-1.3,97.0,188.0,48.0,4.0,224.0,0.0,15.0,42.0,6.0,157.0,21.0,22.0,1.0,0.0,0.0,189.0,7.0,18.0,28.0,5.0,41.0,15.0,36.6,1.23,0.45,0.1,0.27,17.8,5.0,1.0,2.0,7.3,5.7,0.14,-2.3,-1.7,32.0,22.0,14.0,16.0,2.0,12.0,39.0,30.8,27.0,19.0,4.0,15.0,21.0,53.0,18.0,1.0,83.0,87.5,33.0,88.0,26.0,3.0,32.0,1.0,2.19,70.0,42.0,28.0,0.84,-0.64,69.8,37.4,32.4,0.98,0.24,2733.0,42.0,376.0,1538.0,841.0,77.0,2731.0,61.0,34.0,55.7,19.0,31.1,1608.0,8881.0,4365.0,71.0,88.0,9.0
Christian Günter,30.0,Defender,Bundesliga,Freiburg,15.0,13.0,1060.0,11.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,2.1,2.6,15.0,23.0,63.0,0.08,0.17,0.25,0.08,0.25,0.04,0.18,0.22,0.04,0.22,11.8,29.0,2.46,20.0,7.0,0.0,1.0,0.0,1.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,387.0,505.0,76.6,6330.0,2230.0,194.0,211.0,91.9,154.0,189.0,81.5,34.0,74.0,45.9,2.0,2.1,1.9,-0.1,18.0,18.0,11.0,9.0,23.0,0.0,8.0,3.0,1.0,62.0,2.0,12.0,0.0,0.0,0.0,32.0,5.0,10.0,33.3,1.0,6.0,2.0,33.3,0.51,0.17,0.17,0.5,22.2,0.0,0.0,0.0,0.5,0.5,0.08,0.5,0.5,20.0,12.0,9.0,11.0,0.0,7.0,18.0,38.9,11.0,9.0,3.0,6.0,2.0,22.0,16.0,0.0,71.0,34.6,13.0,79.0,4.0,2.0,15.0,1.0,1.07,17.0,17.0,0.0,0.0,0.59,18.0,17.1,1.0,0.08,0.18,588.0,23.0,147.0,246.0,197.0,14.0,588.0,9.0,4.0,44.4,4.0,44.4,285.0,1216.0,579.0,15.0,20.0,5.0
Jon Guridi,28.0,Midfielder,La Liga,Alavés,36.0,34.0,2678.0,29.8,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,4.0,4.0,3.5,7.5,30.0,117.0,92.0,0.1,0.13,0.24,0.1,0.24,0.13,0.12,0.25,0.13,0.25,29.8,69.0,2.32,54.0,0.0,2.0,7.0,2.0,4.0,8.0,0.27,6.0,0.0,0.0,2.0,0.0,0.0,643.0,830.0,77.5,10484.0,2965.0,326.0,389.0,83.8,251.0,303.0,82.8,48.0,78.0,61.5,4.0,3.5,2.9,0.5,32.0,67.0,23.0,4.0,117.0,0.0,21.0,30.0,2.0,21.0,22.0,24.0,0.0,0.0,0.0,131.0,45.0,47.0,48.9,3.0,36.0,8.0,22.2,1.21,0.27,0.08,0.38,13.0,0.0,0.0,0.0,4.0,4.0,0.11,-1.0,-1.0,42.0,24.0,10.0,27.0,5.0,12.0,45.0,26.7,33.0,23.0,3.0,20.0,22.0,64.0,22.0,0.0,74.0,78.3,34.0,77.0,10.0,2.0,36.0,1.0,1.28,30.0,32.0,-2.0,-0.07,0.9,37.0,32.2,4.8,0.16,0.57,1075.0,32.0,172.0,584.0,333.0,74.0,1075.0,38.0,14.0,36.8,21.0,55.3,536.0,2805.0,1392.0,30.0,25.0,3.0
Gorka Guruzeta,26.0,Forward,La Liga,Athletic Club,32.0,30.0,2217.0,24.6,14.0,5.0,19.0,14.0,0.0,1.0,2.0,0.0,11.6,10.8,2.4,13.2,18.0,55.0,102.0,0.57,0.2,0.77,0.57,0.77,0.47,0.1,0.57,0.44,0.54,24.6,56.0,2.27,46.0,0.0,1.0,2.0,5.0,2.0,8.0,0.32,7.0,0.0,0.0,1.0,0.0,0.0,422.0,618.0,68.3,5920.0,1140.0,247.0,324.0,76.2,129.0,179.0,72.1,21.0,38.0,55.3,5.0,2.4,1.8,2.6,27.0,38.0,14.0,3.0,55.0,0.0,45.0,23.0,11.0,11.0,17.0,23.0,1.0,1.0,0.0,78.0,70.0,91.0,43.5,14.0,63.0,28.0,44.4,2.56,1.14,0.22,0.5,13.5,3.0,0.0,1.0,11.6,10.8,0.17,2.4,3.2,34.0,23.0,6.0,25.0,3.0,9.0,30.0,30.0,21.0,36.0,2.0,34.0,17.0,51.0,23.0,0.0,69.0,64.8,30.0,72.0,4.0,2.0,33.0,1.0,1.78,43.0,20.0,23.0,0.93,0.86,36.6,22.0,14.6,0.59,0.83,923.0,22.0,77.0,456.0,399.0,110.0,922.0,33.0,19.0,57.6,13.0,39.4,446.0,1830.0,688.0,18.0,13.0,4.0
Malo Gusto,20.0,Defender,Premier League,Chelsea,27.0,19.0,1751.0,19.5,0.0,6.0,6.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,4.3,5.2,78.0,86.0,135.0,0.0,0.31,0.31,0.0,0.31,0.05,0.22,0.27,0.05,0.27,19.5,52.0,2.67,47.0,2.0,1.0,0.0,0.0,2.0,7.0,0.36,7.0,0.0,0.0,0.0,0.0,0.0,1230.0,1423.0,86.4,17534.0,5080.0,761.0,829.0,91.8,394.0,454.0,86.8,48.0,73.0,65.8,6.0,4.3,3.3,1.7,32.0,49.0,29.0,13.0,86.0,0.0,22.0,30.0,6.0,64.0,17.0,27.0,0.0,1.0,0.0,126.0,8.0,19.0,29.6,0.0,15.0,5.0,33.3,0.77,0.26,0.0,0.0,18.2,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9,55.0,27.0,34.0,15.0,6.0,35.0,52.0,67.3,17.0,28.0,4.0,24.0,17.0,72.0,43.0,1.0,65.0,51.2,19.0,83.0,8.0,8.0,21.0,1.0,1.81,38.0,27.0,11.0,0.57,0.4,40.0,23.5,16.5,0.85,0.86,1641.0,71.0,470.0,698.0,499.0,49.0,1641.0,42.0,17.0,40.5,20.0,47.6,972.0,5376.0,2791.0,78.0,41.0,16.0
Miguel Gutiérrez,22.0,Defender,La Liga,Girona,35.0,35.0,3032.0,33.7,2.0,7.0,9.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,7.5,10.2,74.0,146.0,184.0,0.06,0.21,0.27,0.06,0.27,0.08,0.22,0.3,0.08,0.3,33.7,80.0,2.37,70.0,1.0,2.0,6.0,0.0,1.0,13.0,0.39,13.0,0.0,0.0,0.0,0.0,0.0,1595.0,1855.0,86.0,24623.0,6547.0,860.0,916.0,93.9,590.0,685.0,86.1,96.0,146.0,65.8,7.0,7.5,6.8,-0.5,42.0,102.0,56.0,19.0,146.0,0.0,27.0,26.0,6.0,97.0,22.0,18.0,0.0,2.0,0.0,203.0,22.0,18.0,55.0,2.0,34.0,5.0,14.7,1.01,0.15,0.06,0.4,22.3,0.0,0.0,0.0,2.8,2.8,0.08,-0.8,-0.8,29.0,18.0,11.0,14.0,4.0,13.0,35.0,37.1,22.0,27.0,11.0,16.0,22.0,51.0,66.0,2.0,87.0,88.7,35.0,87.0,30.0,0.0,0.0,1.0,2.14,73.0,39.0,34.0,1.01,-0.15,59.0,45.6,13.4,0.4,-0.32,2182.0,116.0,630.0,933.0,640.0,61.0,2182.0,63.0,25.0,39.7,30.0,47.6,1278.0,6954.0,3076.0,74.0,69.0,15.0
Albert Guðmundsson,26.0,Forward,Serie A,Genoa,35.0,34.0,3016.0,33.5,14.0,4.0,18.0,10.0,4.0,5.0,4.0,0.0,9.9,5.8,5.2,11.0,82.0,120.0,168.0,0.42,0.12,0.54,0.3,0.42,0.3,0.16,0.45,0.17,0.33,33.5,144.0,4.3,57.0,61.0,3.0,10.0,13.0,0.0,15.0,0.45,8.0,3.0,1.0,2.0,1.0,0.0,907.0,1213.0,74.8,15139.0,4812.0,447.0,514.0,87.0,282.0,359.0,78.6,120.0,230.0,52.2,4.0,5.2,6.5,-1.2,81.0,86.0,34.0,8.0,120.0,0.0,28.0,46.0,11.0,179.0,11.0,10.0,1.0,0.0,0.0,136.0,3.0,22.0,12.0,14.0,52.0,19.0,36.5,1.55,0.57,0.19,0.53,20.8,8.0,4.0,5.0,9.9,5.8,0.11,4.1,4.2,23.0,10.0,8.0,10.0,5.0,12.0,44.0,27.3,32.0,15.0,2.0,13.0,11.0,34.0,13.0,0.0,86.0,88.2,34.0,88.0,26.0,1.0,24.0,0.0,1.34,40.0,37.0,3.0,0.09,0.76,31.9,35.9,-4.0,-0.12,0.58,1526.0,18.0,168.0,708.0,678.0,71.0,1521.0,96.0,42.0,43.8,41.0,42.7,900.0,6120.0,2951.0,82.0,71.0,17.0
Joško Gvardiol,21.0,Defender,Premier League,Manchester City,28.0,26.0,2328.0,25.9,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.1,3.1,1.4,4.5,63.0,136.0,115.0,0.15,0.04,0.19,0.15,0.19,0.12,0.06,0.18,0.12,0.18,25.9,54.0,2.09,40.0,1.0,5.0,2.0,4.0,2.0,7.0,0.27,6.0,0.0,0.0,0.0,1.0,0.0,1671.0,1919.0,87.1,25207.0,6169.0,931.0,1010.0,92.2,618.0,695.0,88.9,77.0,107.0,72.0,1.0,1.4,2.1,-0.4,18.0,141.0,16.0,3.0,136.0,0.0,20.0,22.0,2.0,33.0,27.0,33.0,1.0,0.0,0.0,150.0,31.0,24.0,56.4,4.0,32.0,13.0,40.6,1.24,0.5,0.13,0.31,15.6,0.0,0.0,0.0,3.1,3.1,0.1,0.9,0.9,55.0,33.0,21.0,24.0,10.0,21.0,38.0,55.3,17.0,36.0,12.0,24.0,27.0,82.0,37.0,3.0,83.0,68.1,26.0,87.0,22.0,2.0,30.0,7.0,2.5,68.0,23.0,45.0,1.74,0.34,57.4,24.8,32.7,1.26,0.25,2179.0,67.0,452.0,1124.0,622.0,60.0,2179.0,45.0,26.0,57.8,14.0,31.1,1285.0,6099.0,3249.0,63.0,49.0,15.0
Emmanuel Gyasi,29.0,Defender,Serie A,Empoli,33.0,21.0,1879.0,20.9,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,3.5,3.5,1.5,5.0,15.0,41.0,60.0,0.05,0.1,0.14,0.05,0.14,0.17,0.07,0.24,0.17,0.24,20.9,27.0,1.29,17.0,2.0,1.0,4.0,2.0,1.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0,412.0,550.0,74.9,5864.0,1972.0,244.0,292.0,83.6,138.0,177.0,78.0,12.0,29.0,41.4,2.0,1.5,1.0,0.5,10.0,22.0,14.0,3.0,41.0,0.0,40.0,21.0,6.0,23.0,5.0,17.0,0.0,0.0,0.0,90.0,17.0,37.0,31.5,1.0,16.0,6.0,37.5,0.77,0.29,0.06,0.17,10.5,0.0,0.0,0.0,3.5,3.5,0.22,-2.5,-2.5,34.0,17.0,18.0,13.0,3.0,15.0,32.0,46.9,17.0,30.0,12.0,18.0,5.0,39.0,27.0,1.0,57.0,54.9,21.0,80.0,13.0,12.0,16.0,4.0,0.97,17.0,25.0,-8.0,-0.38,0.61,19.0,26.5,-7.5,-0.36,0.18,739.0,49.0,187.0,351.0,212.0,34.0,739.0,21.0,3.0,14.3,15.0,71.4,398.0,1793.0,639.0,15.0,14.0,4.0
Norbert Gyömbér,31.0,Defender,Serie A,Salernitana,22.0,20.0,1760.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.2,0.2,0.2,0.3,4.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,19.6,9.0,0.46,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,630.0,750.0,84.0,11574.0,4495.0,229.0,258.0,88.8,335.0,374.0,89.6,57.0,99.0,57.6,0.0,0.2,0.1,-0.2,5.0,33.0,0.0,0.0,42.0,0.0,33.0,17.0,0.0,0.0,23.0,18.0,0.0,1.0,1.0,111.0,31.0,28.0,52.5,0.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,36.0,18.0,30.0,6.0,0.0,20.0,26.0,76.9,6.0,33.0,23.0,10.0,23.0,59.0,77.0,2.0,80.0,51.5,20.0,82.0,14.0,2.0,58.0,3.0,0.55,16.0,41.0,-25.0,-1.28,0.02,14.9,34.7,-19.8,-1.01,0.3,961.0,137.0,491.0,442.0,34.0,8.0,961.0,9.0,5.0,55.6,3.0,33.3,427.0,2249.0,799.0,4.0,3.0,0.0
